z,residual
3.645999999999999935e-02,6.897528353566469983e-01
3.651999999999999691e-02,2.317504614579933175e+00
3.651999999999999691e-02,1.646237796193450453e+00
3.654000000000000303e-02,4.226326457474094411e-01
3.672000000000000264e-02,6.980910493439548281e-01
3.703999999999999654e-02,6.690098184664193537e-02
3.724999999999999839e-02,3.257854672048692835e-01
3.731999999999999901e-02,-5.993915869675605634e-01
3.731999999999999901e-02,-8.057607849293462188e-01
3.747999999999999943e-02,1.747750912742796592e+00
3.760999999999999760e-02,2.078121094225287430e-02
3.762000000000000066e-02,2.095561506675041485e+00
3.790000000000000313e-02,4.021143776562203231e-01
3.799999999999999906e-02,7.752028705952297427e-01
3.831999999999999990e-02,-8.076766383360207968e-02
3.835000000000000214e-02,-1.935744103604808142e-01
3.871000000000000135e-02,-2.629458933537924814e-01
3.891000000000000014e-02,2.006386302561707691e+00
3.928000000000000241e-02,6.186697217198200427e-01
3.939999999999999752e-02,3.844198904945639872e-01
3.975000000000000061e-02,-6.353816262098282985e-01
3.996000000000000246e-02,9.919141071001834620e-01
4.014999999999999819e-02,-9.144029580547093916e-01
4.014999999999999819e-02,-4.558707104495948736e-01
4.023000000000000187e-02,1.455653162032791936e+00
4.027000000000000024e-02,-7.759855470865887339e-01
4.044999999999999984e-02,8.004062805284607451e-01
4.055999999999999883e-02,-2.623535289023062322e-01
4.059000000000000108e-02,9.486662474067337758e-01
4.130000000000000338e-02,2.340818539487884431e-01
4.130000000000000338e-02,-2.347980375064876585e-02
4.222999999999999671e-02,2.137867649333478615e-01
4.238999999999999713e-02,5.658432829920295726e-01
4.250999999999999918e-02,-1.228566255324305745e+00
4.252000000000000224e-02,-1.469496143969728774e-01
4.265000000000000041e-02,-4.993666461166874626e-01
4.275000000000000328e-02,-4.895235830998907467e-01
4.275000000000000328e-02,5.248033184431054722e-06
4.279999999999999777e-02,-3.879754450216150730e-01
4.306999999999999718e-02,1.374619858763055646e-01
4.327999999999999903e-02,6.065173113063823118e-01
4.365999999999999742e-02,6.149659273754380928e-01
4.390999999999999764e-02,-4.991617927485990092e-01
4.397000000000000214e-02,-2.392738152091954951e-01
4.404000000000000276e-02,8.310482788854109959e-01
4.429000000000000298e-02,5.486162911168002143e-01
4.433000000000000135e-02,1.040061893368434465e+00
4.488000000000000322e-02,-1.308807946851359150e+00
4.495999999999999996e-02,3.591044649876548589e-01
4.495999999999999996e-02,7.425385927891718918e-01
4.501999999999999752e-02,2.548944015791878570e-01
4.510000000000000120e-02,5.284087120202420884e-01
4.540999999999999898e-02,-5.061388884754907114e-01
4.549000000000000266e-02,-2.359832525355840538e-01
4.612000000000000127e-02,5.099967947882679820e-01
4.626999999999999863e-02,-9.256094546096721443e-01
4.669999999999999846e-02,-7.693595299388260311e-02
4.673000000000000070e-02,9.747273362351925596e-02
4.676999999999999907e-02,3.255818251315399925e-01
4.692000000000000337e-02,-1.226641675915148000e-01
4.692000000000000337e-02,-6.056186939428901544e-02
4.734000000000000014e-02,5.202664233870353261e-01
4.764000000000000179e-02,8.096128064566918692e-01
4.768000000000000016e-02,4.247716051332686704e-01
4.776999999999999996e-02,-2.380049751925261137e-01
4.776999999999999996e-02,-1.057112202002755907e+00
4.780000000000000221e-02,1.159534659987532801e-01
4.839000000000000246e-02,4.131009317302954398e-01
4.866999999999999799e-02,-1.830887303461076421e+00
4.895999999999999658e-02,-6.963259580490516187e-01
4.927999999999999742e-02,-1.438814397099771603e-01
4.943999999999999784e-02,-1.631443740446087143e-01
4.952000000000000152e-02,-7.896599046954113632e-01
4.970000000000000112e-02,-8.121096497703449435e-01
4.979999999999999705e-02,-3.932976747197348133e-01
4.995000000000000134e-02,7.104702257781899677e-01
4.997999999999999665e-02,1.345421362652601260e+00
5.018000000000000238e-02,-2.366847116721953193e-01
5.018999999999999850e-02,-3.240774779105162762e-02
5.063000000000000139e-02,-6.370466131554637368e-01
5.070999999999999813e-02,2.421752665768490131e-01
5.138999999999999818e-02,1.063952056745703478e+00
5.147999999999999798e-02,3.097925084125227047e-01
5.165000000000000147e-02,-8.061558306903136017e-01
5.195999999999999924e-02,-1.653534374389501238e+00
5.229000000000000314e-02,4.616046553099661387e-01
5.231999999999999845e-02,6.060892937632293975e-01
5.231999999999999845e-02,-6.637466624550022454e-01
5.267999999999999766e-02,1.119567216596448755e-01
5.290999999999999870e-02,4.674578248097437938e-01
5.319999999999999729e-02,6.514618864297365697e-01
5.430000000000000104e-02,4.113265266782012430e-02
5.448999999999999677e-02,2.233134589500849199e-01
5.485000000000000292e-02,6.707176804292118433e-02
5.512999999999999845e-02,4.140810524871436221e-02
5.528999999999999887e-02,-1.270009199777902387e+00
5.630999999999999894e-02,4.838652127101457090e-01
5.641000000000000181e-02,-5.200103549691796889e-01
5.657999999999999835e-02,-4.506728308863938715e-02
5.668000000000000121e-02,6.645941721861867713e-01
5.680000000000000326e-02,6.406827890932216274e-01
5.707999999999999879e-02,9.020305771757622382e-02
5.759999999999999842e-02,1.708892124970253501e-01
5.759999999999999842e-02,-1.778099099274216555e-01
5.836999999999999827e-02,-3.850210556286640107e-02
5.836999999999999827e-02,6.230133032397922044e-01
5.933999999999999692e-02,-1.175132892973772325e+00
6.067000000000000171e-02,3.150674878060911177e-01
6.078999999999999682e-02,-2.724615246742560504e-01
6.115999999999999909e-02,-6.797204163792028853e-01
6.115999999999999909e-02,-8.805358350168350778e-01
6.130000000000000032e-02,5.148376008729372844e-01
6.130000000000000032e-02,5.804271678257321154e-01
6.142000000000000237e-02,-1.583562186719176257e-01
6.370000000000000662e-02,8.007816236127822673e-01
6.397999999999999521e-02,-7.619728526810100044e-01
6.418999999999999706e-02,-1.180604877409985320e+00
6.485000000000000486e-02,-9.266641529402880328e-01
6.603000000000000536e-02,4.616346825918794528e-01
6.651999999999999580e-02,-4.116817858988831569e-01
6.722999999999999809e-02,5.912361187760154513e-01
6.730999999999999484e-02,-3.795903331890377874e-01
6.758000000000000118e-02,9.078400177077128319e-01
6.840999999999999859e-02,-5.763450593590874194e-01
6.908000000000000251e-02,3.189928841167483653e-01
6.909999999999999476e-02,-5.135710646103135435e-01
7.027999999999999525e-02,-5.005082145726046372e-01
7.027999999999999525e-02,-6.224946917994359508e-01
7.045999999999999486e-02,3.587608770938052194e-01
7.061000000000000609e-02,6.152821525680247650e-01
7.068000000000000671e-02,1.279567572373816464e-01
7.073999999999999733e-02,-2.336105615261768742e-01
7.076000000000000345e-02,-4.709251512045453669e-01
7.094000000000000306e-02,-3.864693075401410272e-01
7.112999999999999878e-02,9.921430212500707835e-02
7.134000000000000064e-02,-1.352404143934221314e-01
7.148999999999999799e-02,-1.236383274528141563e+00
7.192999999999999394e-02,5.490448686539916023e-01
7.195999999999999619e-02,8.434128947850131341e-01
7.301000000000000545e-02,4.134502923270657049e-01
7.398000000000000409e-02,1.524152316595634160e-01
7.467000000000000026e-02,-5.084529054465649622e-01
7.477999999999999925e-02,-5.248402719470511846e-01
7.489999999999999436e-02,-4.367068945796168666e-01
7.489999999999999436e-02,6.966161221385976099e-02
7.513999999999999846e-02,8.718509412270192271e-01
7.528999999999999582e-02,-9.466829098713934465e-02
7.556999999999999829e-02,2.978178155597590582e-01
7.832999999999999685e-02,1.193780480776518216e+00
7.849000000000000421e-02,1.478013457485791493e+00
7.849000000000000421e-02,2.400733269285259652e+00
7.854999999999999483e-02,-6.119358267486457725e-01
7.868999999999999606e-02,-1.366950224547433534e-01
7.890999999999999404e-02,4.630954622013233046e-01
7.900999999999999690e-02,-9.977708681076364883e-01
7.965999999999999470e-02,-6.041572226547446967e-01
8.024000000000000576e-02,-3.809829731788978435e-01
8.140999999999999626e-02,-1.088274251588450814e-01
8.221000000000000529e-02,2.361411088219314280e-01
8.254999999999999838e-02,-3.759847951606415939e-01
8.282000000000000473e-02,1.071848734380490109e+00
8.365999999999999825e-02,7.251616542472517635e-01
8.544000000000000206e-02,-1.215892327717654764e-01
8.655999999999999805e-02,-1.741086770045260357e-01
8.848000000000000309e-02,-6.295388095986550470e-01
9.014999999999999403e-02,-2.737697328195702884e-01
9.066000000000000447e-02,2.046551503065602573e-01
9.181000000000000272e-02,5.202031500396431252e-01
9.284000000000000585e-02,3.552336704605349449e-01
9.968000000000000471e-02,1.161306109329661274e+00
1.014199999999999963e-01,2.811937880703741510e-01
1.023099999999999982e-01,-1.041827014109063670e-01
1.023700000000000027e-01,7.216789594440073952e-01
1.029800000000000021e-01,-5.665496425590756946e-01
1.033799999999999997e-01,2.990321725030293809e-01
1.035100000000000048e-01,-4.633224538082204025e-01
1.048499999999999988e-01,4.265307645494968991e-01
1.063800000000000023e-01,-5.180197595267685973e-01
1.068400000000000044e-01,5.954522500898923321e-01
1.069399999999999934e-01,2.609097283880101870e-01
1.072800000000000004e-01,8.497393242715474138e-01
1.075099999999999945e-01,6.190265921903583823e-01
1.081000000000000016e-01,1.091127252133788396e-02
1.088599999999999984e-01,-1.077230151838001748e-01
1.098800000000000054e-01,7.369504699817008841e-01
1.124300000000000022e-01,7.986979775473600496e-01
1.136500000000000010e-01,-6.597618358200890709e-01
1.162799999999999945e-01,-1.799124768971969712e-01
1.163499999999999951e-01,3.188711917190026890e-01
1.174100000000000005e-01,-8.115515987818613941e-02
1.177099999999999952e-01,4.986511608296921583e-02
1.179700000000000054e-01,-1.476192417363871412e+00
1.187799999999999967e-01,-2.653285599940712336e-01
1.199199999999999988e-01,-2.286789447593161606e-01
1.204199999999999993e-01,5.600988712365991828e-01
1.206699999999999995e-01,-7.058945304084149330e-02
1.218999999999999945e-01,-5.407533058149243121e-01
1.220799999999999941e-01,-3.091041621969760067e-01
1.226200000000000068e-01,-5.795932104720401962e-02
1.230300000000000005e-01,-3.815778219118070025e-01
1.233599999999999974e-01,-5.634504850162882494e-01
1.235600000000000032e-01,2.679763855160569586e-01
1.236300000000000038e-01,7.404519834354326147e-01
1.237700000000000050e-01,-4.468112445669653043e-01
1.238400000000000056e-01,5.332508595622396097e-01
1.245499999999999940e-01,2.489499108507914893e-01
1.254200000000000037e-01,1.321711261882319688e+00
1.260799999999999976e-01,-8.975363978947722421e-01
1.268799999999999928e-01,1.493049978366878527e-01
1.269399999999999973e-01,-3.201960326969851001e-01
1.270499999999999963e-01,-2.129699367545283550e-01
1.271599999999999953e-01,2.938606247316837353e-02
1.290000000000000036e-01,-3.836888719123110469e-01
1.290399999999999880e-01,1.266141206198842240e-01
1.292899999999999883e-01,6.027935355694680197e-02
1.293999999999999873e-01,1.611139317703778329e-01
1.315300000000000080e-01,-4.181649987953256487e-01
1.326900000000000024e-01,-7.761599861545702694e-01
1.334899999999999975e-01,-2.342981447123944905e-01
1.335300000000000098e-01,-3.194741699902267640e-01
1.346299999999999997e-01,1.622739259466853934e+00
1.351400000000000101e-01,4.962788662950528562e-01
1.359899999999999998e-01,1.951656334401696280e-01
1.363999999999999935e-01,-4.927581118718228903e-01
1.368699999999999917e-01,2.564618429287505164e-01
1.369599999999999984e-01,3.115608585895924751e-02
1.372899999999999954e-01,1.701019433278943005e+00
1.381100000000000105e-01,-6.813764203315803014e-01
1.381799999999999973e-01,-1.511198162968273306e-01
1.382400000000000018e-01,3.817790808461535290e-01
1.383399999999999908e-01,1.972213962922379216e-01
1.386400000000000132e-01,4.927225495038473624e-01
1.386799999999999977e-01,9.623167752255197549e-02
1.395899999999999919e-01,1.571259352766475326e-01
1.406999999999999917e-01,8.716669679277467830e-01
1.408399999999999930e-01,1.297475710958554629e+00
1.410800000000000110e-01,8.112363824605337004e-02
1.411999999999999922e-01,3.765359844457663030e-01
1.431099999999999872e-01,-6.368651350164612757e-02
1.433500000000000052e-01,1.225441760734920171e+00
1.434400000000000119e-01,3.924961837173592816e-01
1.438800000000000079e-01,3.331223204768916230e-02
1.441000000000000059e-01,-2.387570120506321558e-01
1.453299999999999870e-01,2.767348761118543221e-01
1.462400000000000089e-01,3.726164542512256928e-01
1.465599999999999958e-01,2.367450096904246959e-01
1.472900000000000043e-01,-9.205835234116440668e-01
1.474100000000000132e-01,-5.665364947502243842e-01
1.475700000000000067e-01,1.829977208780245168e-01
1.475899999999999990e-01,2.023970202872348023e-02
1.479199999999999959e-01,-6.159052498790920094e-01
1.481200000000000017e-01,4.855954283515957481e-01
1.481899999999999884e-01,-8.122322580760413802e-01
1.488200000000000078e-01,6.147237031801703472e-02
1.492300000000000015e-01,-2.623502809822838566e-01
1.503599999999999937e-01,-4.025975364491066188e-01
1.506699999999999984e-01,-7.786014133094418255e-02
1.518599999999999950e-01,-9.454640959673185074e-01
1.527199999999999946e-01,6.506040245005966227e-01
1.530400000000000094e-01,1.027676341271418006e-02
1.531700000000000006e-01,-7.447324187360004899e-01
1.532499999999999973e-01,2.060305961866603641e-01
1.533899999999999986e-01,8.109033552522804111e-01
1.549300000000000122e-01,-2.248464126592380485e-01
1.550900000000000056e-01,1.913243617224409387e-01
1.551800000000000124e-01,8.542132837731015726e-01
1.559099999999999930e-01,-1.617917473258654537e+00
1.565400000000000125e-01,-2.911592631108303464e-01
1.583799999999999930e-01,-1.333608419191472105e+00
1.590600000000000069e-01,4.186631419070785953e-01
1.592200000000000004e-01,-2.501668280464890426e+00
1.593499999999999917e-01,-1.548243788730752302e+00
1.599099999999999966e-01,-5.486894069449899103e-01
1.600900000000000101e-01,-1.036413216500623014e+00
1.603600000000000025e-01,-5.603124029231797421e-01
1.604500000000000093e-01,3.669757366279396971e-01
1.605999999999999928e-01,-5.480025566382401569e-01
1.613400000000000112e-01,-1.268068003021064760e-01
1.622000000000000108e-01,-1.308016708836876318e-01
1.635699999999999932e-01,-4.670053788778872894e-01
1.643100000000000116e-01,-6.117685423042193982e-01
1.645500000000000018e-01,-4.268160923662396300e-01
1.647800000000000098e-01,-4.900280429472045340e-01
1.659299999999999942e-01,3.515779751176383860e-01
1.659499999999999864e-01,-1.174937321476410501e+00
1.681699999999999862e-01,-9.955865902290238489e-01
1.693500000000000005e-01,3.171024497069666603e-01
1.696000000000000008e-01,7.677821434140298384e-01
1.702899999999999969e-01,2.599567275894556703e-02
1.713699999999999946e-01,2.051575622857970405e-01
1.715599999999999903e-01,-1.314808030828590324e-01
1.723899999999999877e-01,1.135794107217807936e-02
1.727400000000000047e-01,-1.557932849292668953e+00
1.728200000000000014e-01,8.720402177974349023e-01
1.731499999999999984e-01,-9.368247877489238595e-01
1.735700000000000021e-01,1.303491366147548347e-01
1.736000000000000043e-01,-1.105845258502703210e+00
1.738300000000000123e-01,2.467331307980472621e-01
1.739999999999999880e-01,3.722758865007806395e-01
1.740500000000000103e-01,-1.239972784283877250e+00
1.742700000000000082e-01,1.235386861018360344e-01
1.742799999999999905e-01,-2.539473926395841574e-01
1.743099999999999927e-01,-1.158645883873520854e-01
1.748300000000000132e-01,1.151810244198945288e+00
1.765400000000000025e-01,-3.003791210387160016e-01
1.769699999999999884e-01,-3.042130386205280090e-01
1.772900000000000031e-01,-6.520920412496054031e-01
1.776899999999999868e-01,-9.064063731467910667e-01
1.778000000000000136e-01,5.590952624616019051e-01
1.783899999999999930e-01,1.851191371357816751e+00
1.789000000000000035e-01,3.307701578492996397e-01
1.789600000000000080e-01,8.807254915581096411e-01
1.791600000000000137e-01,-2.477664330785065705e-01
1.795499999999999874e-01,-1.666753388362102184e-01
1.795899999999999996e-01,-2.651250773424740914e-01
1.797900000000000054e-01,-2.236546008383829762e-02
1.799000000000000044e-01,1.475517718383915211e+00
1.803700000000000025e-01,-1.742542844667891888e+00
1.805900000000000005e-01,-8.077837397659214380e-01
1.806399999999999950e-01,5.827141680429389625e-01
1.806699999999999973e-01,1.977784615634103904e-01
1.807100000000000095e-01,7.989657006038803841e-03
1.807999999999999885e-01,3.351521911420521360e-02
1.812300000000000022e-01,-9.938825768325038057e-01
1.813800000000000134e-01,1.614214526268066552e-01
1.814800000000000024e-01,-9.697059209031307914e-01
1.820299999999999974e-01,-2.204429042764252944e-01
1.821599999999999886e-01,-7.102643953121966502e-01
1.821699999999999986e-01,3.675518522585770609e-01
1.824300000000000088e-01,8.245060922742627474e-01
1.834500000000000020e-01,-1.693002247549852124e-01
1.837600000000000067e-01,4.995814177389319988e-01
1.838299999999999934e-01,1.696679380822523897e-01
1.838799999999999879e-01,6.459565340959240176e-01
1.844300000000000106e-01,8.900918099559426144e-01
1.844399999999999928e-01,9.776307961705869021e-01
1.846800000000000108e-01,-3.822865678502932602e-02
1.848200000000000121e-01,-4.019303205513670707e-01
1.849200000000000010e-01,4.706880390801180813e-01
1.850100000000000078e-01,-2.180153321771508834e-01
1.850700000000000123e-01,-7.419692953932796042e-01
1.853799999999999892e-01,8.159772513548247952e-01
1.865100000000000091e-01,4.621377207384440022e-01
1.871400000000000008e-01,5.278435186975043436e-01
1.880100000000000104e-01,1.916162209643572367e-01
1.889200000000000046e-01,-1.883036673926638205e+00
1.889299999999999868e-01,3.462172319118771990e-01
1.891500000000000126e-01,2.083649323663272934e+00
1.893100000000000060e-01,7.782815610809823426e-02
1.893700000000000105e-01,9.177320436064172471e-01
1.895499999999999963e-01,1.438411409508821015e-01
1.897899999999999865e-01,-1.122976809028386307e-02
1.900900000000000090e-01,9.226407360812719505e-01
1.902600000000000124e-01,-1.623462604617912364e-01
1.902999999999999969e-01,1.166392981273758345e+00
1.939700000000000035e-01,6.674813107249868982e-02
1.942200000000000037e-01,4.139495405905593284e-01
1.953400000000000136e-01,8.258523340654407852e-01
1.954899999999999971e-01,5.392247100204834442e-01
1.955500000000000016e-01,7.286515159874917824e-01
1.955600000000000116e-01,-5.894164315169151402e-01
1.960199999999999998e-01,-6.432904914422640230e-01
1.961100000000000065e-01,-2.247362778361145785e-01
1.961600000000000010e-01,1.134260921325128263e-01
1.962399999999999978e-01,2.757090371070216595e-01
1.971900000000000042e-01,-1.531020203091622567e-01
1.972599999999999909e-01,-1.001997099864177176e+00
1.978600000000000081e-01,-1.795617058746034944e+00
1.980099999999999916e-01,-4.240705286466041057e-01
1.981499999999999928e-01,3.020426865005008121e-01
1.984599999999999975e-01,2.035220902616899252e+00
1.985999999999999988e-01,2.240879189473384547e-01
1.986300000000000010e-01,2.746459767324725965e-01
1.989200000000000135e-01,8.132615232677097294e-01
1.994799999999999907e-01,-7.109607390222162371e-01
1.995599999999999874e-01,-5.019782013978723971e-03
1.995699999999999974e-01,2.564999673113500522e-01
2.006199999999999928e-01,-9.308798355883181053e-01
2.006799999999999973e-01,4.659973098732187458e-01
2.007400000000000018e-01,-3.145790834187993101e-01
2.013900000000000134e-01,-7.824203582984541605e-02
2.021600000000000064e-01,-1.339149773276843591e+00
2.023699999999999943e-01,6.804328107518561319e-01
2.026799999999999990e-01,-2.846010838998443981e-01
2.030800000000000105e-01,4.847808184858847791e-01
2.031399999999999872e-01,-7.932134691164863249e-02
2.031799999999999995e-01,1.829038730757620856e-01
2.032299999999999940e-01,1.711597017069309834e-01
2.036799999999999999e-01,1.301505076732814743e-02
2.045399999999999996e-01,-1.948734160120579595e-01
2.047100000000000031e-01,-3.528850695247630065e-01
2.051499999999999990e-01,1.083803396991461776e+00
2.054900000000000060e-01,-6.328815935689774408e-01
2.069900000000000073e-01,-6.598143715279393418e-02
2.073599999999999888e-01,1.110997648517157543e+00
2.075400000000000023e-01,8.397295655940830716e-01
2.083099999999999952e-01,-8.321401422558434291e-01
2.084699999999999886e-01,-5.617852478716579556e-01
2.085599999999999954e-01,6.016261810413768840e-01
2.085700000000000054e-01,-4.831768747862734692e-01
2.086399999999999921e-01,-5.038329009917286161e-01
2.093700000000000006e-01,-4.860758988857622476e-01
2.100299999999999945e-01,1.152198374893728561e+00
2.102300000000000002e-01,-2.818743580555809647e+00
2.107100000000000084e-01,-9.424324274989617778e-02
2.108299999999999896e-01,-1.153375699847919655e+00
2.109900000000000109e-01,-1.975016429767192938e-01
2.113700000000000023e-01,5.624620217091080843e-01
2.116000000000000103e-01,-1.165373005879316998e-01
2.118599999999999928e-01,-4.310926696680636994e-01
2.121399999999999952e-01,-2.595436888251326790e-01
2.133899999999999963e-01,4.147960752752877928e-02
2.135299999999999976e-01,-4.276542483950455248e-02
2.138299999999999923e-01,-6.712042074114936696e-01
2.144199999999999995e-01,-2.930207609000928456e-02
2.151099999999999957e-01,-3.180184451646285715e-01
2.151299999999999879e-01,1.871581072453187833e+00
2.156599999999999906e-01,7.135533093310993946e-01
2.165300000000000002e-01,-1.591085152325781849e+00
2.167399999999999882e-01,7.534897237666814129e-02
2.167699999999999905e-01,2.159092151060540699e-01
2.172900000000000109e-01,2.984778436578900962e-01
2.178100000000000036e-01,-4.040877555226670692e-01
2.184800000000000075e-01,7.302106286998275575e-01
2.188400000000000067e-01,2.635562544453910472e-01
2.188499999999999890e-01,4.820529191825967397e-01
2.188599999999999990e-01,-3.590355487775792054e-01
2.188700000000000090e-01,2.400189052723759320e-01
2.193499999999999894e-01,1.736053603661748268e-01
2.194299999999999862e-01,-3.737836278209284990e-01
2.196700000000000041e-01,1.516229526346761329e-02
2.197600000000000109e-01,6.908886590931563321e-01
2.198199999999999876e-01,-2.062055022483993971e-01
2.200499999999999956e-01,-6.873328004570260497e-01
2.205499999999999960e-01,4.096404708237071368e-01
2.206899999999999973e-01,-6.396073889624517839e-02
2.214099999999999957e-01,-4.237921375520971590e-01
2.214099999999999957e-01,-2.247060836942038897e-01
2.215699999999999892e-01,5.243558704712076857e-01
2.228700000000000125e-01,7.284265194109760255e-01
2.233499999999999930e-01,1.494752413296099314e-01
2.237300000000000122e-01,-6.599170013134908475e-01
2.245099999999999874e-01,-4.788042804630794624e-02
2.245099999999999874e-01,-7.886990101312829626e-01
2.248199999999999921e-01,-1.837421742570869709e-01
2.253400000000000125e-01,-7.862605163538571862e-02
2.253600000000000048e-01,1.905804054124120572e-01
2.255199999999999982e-01,-3.473936861773712238e-03
2.256299999999999972e-01,-9.342631116960458115e-01
2.263199999999999934e-01,1.157981885079370388e+00
2.271400000000000086e-01,-3.072068662076488654e-01
2.280600000000000127e-01,2.536947820384602981e-01
2.285300000000000109e-01,-7.042262191934639537e-02
2.291700000000000126e-01,1.677531554294038052e-01
2.296700000000000130e-01,-3.146580058070809205e-01
2.300599999999999867e-01,-3.083258927491415169e-01
2.304400000000000059e-01,3.988150467607143868e-01
2.306600000000000039e-01,-4.483772815185296245e-01
2.307500000000000107e-01,-4.926749849211312648e-01
2.308300000000000074e-01,3.941763228801808960e-01
2.311100000000000099e-01,5.656360858930032931e-01
2.315000000000000113e-01,-5.595010991311979986e-02
2.317099999999999993e-01,-5.412292330462138423e-01
2.321199999999999930e-01,-9.869413722426449709e-02
2.326900000000000079e-01,-2.167684857542984567e+00
2.335599999999999898e-01,-1.948031546401828573e-01
2.336399999999999866e-01,9.093797532167600117e-01
2.338099999999999901e-01,-2.026660896771192710e-01
2.338099999999999901e-01,-4.629011287870885560e-01
2.347100000000000020e-01,1.847393498317503879e-01
2.347499999999999865e-01,-1.726765889776703256e-01
2.348300000000000110e-01,-4.948159964670742483e-01
2.350800000000000112e-01,-3.211960513070857282e-01
2.354300000000000004e-01,-9.955235407969571793e-02
2.363000000000000100e-01,7.482874281979734477e-01
2.364900000000000058e-01,-1.490410482813716610e-02
2.365299999999999903e-01,1.041000592768209998e+00
2.367100000000000037e-01,-6.305301464686330348e-01
2.368399999999999950e-01,-1.981657618731817450e-01
2.371099999999999874e-01,-2.346457110370001875e-01
2.373500000000000054e-01,1.510106132195716544e+00
2.377599999999999991e-01,-2.749674987995654463e-01
2.395400000000000029e-01,-1.878364629217641468e+00
2.397100000000000064e-01,-9.354108001183178978e-01
2.400400000000000034e-01,3.111515184558755753e-01
2.407199999999999895e-01,5.527909630873902858e-01
2.410599999999999965e-01,1.240287264288183339e-01
2.415100000000000025e-01,-5.559364177828215459e-01
2.415299999999999947e-01,-1.065940464342475025e+00
2.420700000000000074e-01,1.088009192435762662e+00
2.426699999999999968e-01,4.205284682986473732e-01
2.427100000000000091e-01,9.406938636258413977e-01
2.431599999999999873e-01,-5.771565265623308516e-01
2.434099999999999875e-01,6.570816401997848777e-01
2.440499999999999892e-01,-1.959396957735538847e-01
2.443599999999999939e-01,-6.310075062479555408e-01
2.444900000000000129e-01,-1.188887013215612631e+00
2.449699999999999933e-01,-8.984113006307800631e-02
2.451200000000000045e-01,7.804843536923474767e-01
2.453899999999999970e-01,7.121019500718655040e-03
2.459399999999999920e-01,4.162172390979405612e-01
2.460400000000000087e-01,-1.060262190330095861e-01
2.463700000000000057e-01,6.747349548743861170e-02
2.464300000000000102e-01,-3.918120384979965065e-01
2.464899999999999869e-01,1.486554962759648046e-01
2.470100000000000073e-01,-1.269844862856000622e+00
2.483499999999999874e-01,-1.033650183493787456e+00
2.484800000000000064e-01,4.806221676643860907e-01
2.484800000000000064e-01,2.053848719629626784e-01
2.485100000000000087e-01,-8.417390419202341878e-02
2.485300000000000009e-01,-3.494458402316665269e-01
2.488299999999999956e-01,1.999559068189683264e-01
2.489899999999999891e-01,-4.527205590808563440e-01
2.496099999999999985e-01,1.245257318596593832e+00
2.497300000000000075e-01,-5.013255455151082174e-01
2.497399999999999898e-01,-5.113006006516464252e-02
2.500399999999999845e-01,8.627065599302924381e-01
2.500800000000000245e-01,-1.229072538353418453e-01
2.503000000000000225e-01,5.074212972000949340e-02
2.503699999999999815e-01,8.643555362938505349e-01
2.505200000000000204e-01,-5.664498332287641880e-01
2.507699999999999929e-01,-1.120706288322305955e-01
2.519100000000000228e-01,2.344910119956195027e-01
2.524700000000000277e-01,2.135146692470743512e-01
2.524899999999999922e-01,-7.812359063924924352e-02
2.531900000000000261e-01,-4.130453447365169950e-01
2.534500000000000086e-01,-1.544386116319124591e+00
2.539399999999999991e-01,8.130565982975720973e-02
2.560499999999999998e-01,9.498251555712764471e-01
2.560899999999999843e-01,3.590609729439476761e-01
2.562499999999999778e-01,-4.360239361969051042e-01
2.567200000000000037e-01,1.369902107072298314e-01
2.572099999999999942e-01,4.203849779931918551e-01
2.572300000000000142e-01,1.104737649122493476e-01
2.575999999999999956e-01,5.882604708897158918e-01
2.580000000000000071e-01,2.072158125265525785e-01
2.584699999999999775e-01,-8.735528023421620936e-02
2.585500000000000020e-01,1.645971469516055996e-01
2.590799999999999770e-01,-1.133810346003563785e+00
2.591100000000000070e-01,3.122325773197749399e-01
2.591200000000000170e-01,-4.006501409445855089e-01
2.593500000000000250e-01,1.318245170030069580e-01
2.595399999999999929e-01,-3.105275249780579672e-01
2.605100000000000193e-01,-4.066345725891660871e-03
2.608599999999999808e-01,5.673397170530093403e-01
2.612999999999999767e-01,-3.106953722363358095e-01
2.615100000000000202e-01,-4.223711947861233384e-01
2.616200000000000192e-01,6.677132628802890935e-01
2.616200000000000192e-01,7.136876803139641234e-01
2.616600000000000037e-01,-5.436494619999009403e-01
2.617300000000000182e-01,7.143354220638485907e-01
2.618699999999999917e-01,9.439584554305672226e-01
2.629000000000000226e-01,1.433125561345033105e+00
2.630899999999999905e-01,6.493493002517839452e-01
2.634799999999999920e-01,-7.460779797427198323e-01
2.638400000000000190e-01,1.395949136796635071e-01
2.638599999999999834e-01,-1.127445749801221586e+00
2.639500000000000179e-01,2.566090772304616130e-01
2.640500000000000069e-01,-1.256289512676991571e-01
2.645100000000000229e-01,5.078037822974337256e-01
2.646200000000000219e-01,-1.383572429205797150e-01
2.656999999999999917e-01,2.545617636651175131e-01
2.657599999999999962e-01,-1.110695364289741249e+00
2.662900000000000267e-01,-1.011986223834464127e+00
2.668699999999999961e-01,-8.461894176356554720e-02
2.679400000000000115e-01,-3.129876919402069246e-01
2.680400000000000005e-01,-4.833919658274096198e-01
2.684799999999999964e-01,-5.125911242988410166e-01
2.685000000000000164e-01,1.499343044881241722e-03
2.687899999999999734e-01,1.036738438207336910e-01
2.700600000000000223e-01,2.194792922770917309e-01
