param,p16,p50,p84
mu0,-0.22126378167258207,-0.010710493762962112,0.20456435421744124
sigma0,-0.003880855414198214,0.020730051635580324,0.04274792501904189
xi_damp,0.0007980414427233503,0.0024785322260150585,0.004816987916566981
